Component_ID,Component_Type,Vibration,Temperature,Pressure,Operating_Hours,Remaining_Useful_Life,Component_Type_Encoded,Temp_Vib,Pressure_Squared,Log_Op_Hours,Random_Noise_1,Random_Noise_2,Random_Noise_3
CMP0001,Hydraulic Cylinder,7.837039356857064,48.3218137560864,178.97413870398412,2553.07887378204,348.58999547838255,2.9080006956464057,166.81762556164009,33041.11011096235,12.699156082654595,35.59571634322616,15.8556461648167,-4.421230940259152
CMP0002,Hydraulic Cylinder,-0.1634542497329461,89.47023096907121,191.66984981581302,459.2614358289174,302.8587291423287,5.160041614299291,438.2880252168442,37204.20652981021,11.285862957111188,15.076897355727104,41.624618994825674,-15.95710553194034
CMP0003,Hydraulic Cylinder,-5.179711525164253,79.00745948529291,286.1569942720393,1750.8122195260203,429.8742312033919,10.25616985853429,47.80620561675054,82255.76623051263,12.38747310895047,34.08346274660114,23.61162713832551,-5.008511412315233
CMP0004,Gear,-0.20749963268481575,98.48002492854333,195.9141031512066,1474.0487240359907,431.1666327756251,2.424824575813486,49.04799510444772,36534.469505416506,7.881644089894782,2.9344140978335043,25.178738171880916,-0.7411727241210533
CMP0005,Gear,2.5304866708110856,93.72067084823364,207.37321638358517,604.0168474600368,330.05356759842044,-4.976762793498171,358.6578185486382,40940.23628202192,-0.9444448775679657,50.24019140757711,11.463271482690379,-11.967935339162114
CMP0006,Engine,2.943119186674591,74.6361533956349,217.48511119250063,2087.091297638877,369.24656642233504,-5.138869589569268,170.49232577279153,50786.75516304996,5.670175282053743,89.6723741813736,32.419374058676304,-27.74477242639241
CMP0007,Gear,-1.374243553330834,90.44403431405863,268.0608626567076,1092.300742883892,383.42294290799646,-0.17722228936754525,192.82464198949225,70270.20219938738,2.930792859255166,79.5330796215327,44.39210770311321,2.07065724141058
CMP0008,Engine,4.375362161562007,53.28495502142715,139.91556579135778,1062.382354692194,443.30489239874834,2.9956605068744624,46.10175569850713,19689.537621310115,8.68565178493906,2.852119720421431,16.475710992923375,20.864397820278956
CMP0009,Engine,-8.911564291966215,88.71796875147643,50.04676489083634,1393.5707345381716,445.8389050474372,0.9124965555634995,60.393749272237315,2545.4302967029503,-0.7052549077457684,88.12603262682325,30.959296988494206,-3.5128016685000674
CMP0010,Hydraulic Cylinder,3.5155912338989004,70.54731148653303,287.03035285173627,2133.661391774132,340.8493320168245,2.945497783834256,234.37882849446905,84885.39059462781,10.768485043149294,45.23248288825533,16.597448205591103,9.593309562258
CMP0011,Hydraulic Cylinder,3.650050131757565,82.68653306726931,48.480330204419275,1283.4090091632008,386.8814534542958,-4.1123961265877895,232.5424599985102,3397.0576913793866,7.888689301758305,19.08914654154944,39.6359555917165,15.043848375568862
CMP0012,Hydraulic Cylinder,0.5081967884818299,33.74483722941509,226.82206548790145,443.88347424338195,365.3131193954697,9.254881614749923,141.5097833870043,54763.57319022942,9.580975224101069,75.24119552153874,23.74798684961586,-19.00037924545798
CMP0013,Hydraulic Cylinder,1.2797543820853705,76.06509535885468,61.66358434010738,2102.95265970711,325.570630156264,1.9223092063173974,360.5802426420184,3779.6877099919043,13.115049713973814,32.287355017704634,16.973451110985234,-4.572751514783209
CMP0014,Engine,-3.2808140629000433,96.77252064487871,174.49067350103277,674.5020195172032,400.952149767929,2.6989536668554988,117.26988238154381,29334.44366820877,7.175373521208888,25.331842313685282,21.002442710564594,-12.763856116888014
CMP0015,Hydraulic Cylinder,5.220166102994858,64.58991512079683,86.26049349933854,3959.3470733077083,352.9255805886181,14.332940046707781,155.25964619942334,7539.678611314907,8.361619081703415,16.131840678154763,4.561376069811413,-8.06277037978164
CMP0016,Gear,-3.07829822227004,41.909067171659274,274.17051979380386,2591.0225479659657,407.2211580003639,0.7653283708219716,42.57422940576378,79039.52302287277,3.042536591042328,48.66219069002228,43.30585766612203,17.02011701146629
CMP0017,Engine,-6.983072678464721,74.28374428201079,160.32631137773518,3540.109679290656,413.08740065142456,2.180615443848952,18.197824465537185,22332.517847051982,11.19463917634475,9.339399954944527,47.90345276690524,2.2367948642419213
CMP0018,Engine,7.015274348658005,81.6787210240767,289.049612470922,1111.1107048685033,313.99129161186806,2.761885965046721,359.42415657710825,87522.76537154465,4.782066582472691,78.56131291137865,23.87070898677083,7.88823601045174
CMP0019,Engine,-2.387936534326296,50.391202751492685,165.80644137083482,195.54625134776217,418.90821287792403,2.545813400383362,84.2085850580735,26645.830562788655,3.5610952818706236,47.0674576666411,11.06686040390697,-0.43899105963785384
CMP0020,Gear,2.002863196796361,73.27288773492326,218.21109184495418,2618.6611886842575,347.5519672010063,4.812553063463324,215.25739736805593,48042.63472734078,9.254349881528661,44.69764168189202,33.232809954446935,-12.105526457355438
CMP0021,Engine,0.9873141141421633,79.81195377599092,108.79601282462212,1164.7553517586946,368.63384245867076,-5.385063504243863,271.1633878861031,10807.76718104864,1.4879925566269199,0.18539564815209797,22.619073977057134,6.781156972187059
CMP0022,Gear,5.871327468468415,58.113018034305085,82.84834880156444,4498.19948793154,331.72163517643367,2.2890735262749446,200.21761645433187,9038.350152571327,10.306088821933283,81.78638603085614,12.615004041920985,12.525753714428214
CMP0023,Hydraulic Cylinder,1.4318452193289688,58.83526956629826,130.40843777336602,4475.647395310468,408.0362885949436,3.805009730885508,41.03794483986034,17583.626322201802,0.5839393825894676,49.28370590382537,1.9216571745074518,3.17374216168657
CMP0024,Gear,0.13580177422513406,84.15688466204338,178.84649492860652,1602.458635835337,360.58209981203015,-0.16180938428152447,220.82238003019543,32781.458000790415,8.343458187053711,43.98945198013479,44.485222589425604,4.891243617599348
CMP0025,Gear,-2.7673497924086488,72.81874052703857,233.00844097403757,3114.6815878690904,407.9122239012517,-6.292882039229912,35.8137889831225,54682.42639484946,19.541888137209796,76.13848852843905,39.83671760225238,-12.348013863667845
CMP0026,Gear,-1.510977754932953,82.47491978690154,137.54588754989135,60.7025816742311,430.700063282775,-3.337071646195376,79.81594394136535,20548.392895382116,8.44521090412778,6.289854910076087,41.45030288196897,7.068636331492262
CMP0027,Gear,9.302839535986266,49.28662990673681,89.69479597187626,1191.0357552038965,372.3314133982894,-7.363351923620005,158.5126754731205,9550.501779605429,8.631783987232106,36.66804560952037,21.991986546569443,13.460138229263489
CMP0028,Engine,7.065095761291296,60.39459277799473,142.74566568012423,3820.6756050439976,302.66600620531335,0.4880407056387395,260.9111185629581,23266.039394614403,15.94785481684731,57.57339575537564,37.66276959767138,4.045854742714535
CMP0029,Gear,7.829948604169333,57.71888410493037,132.55630648589866,1795.4150222389424,409.2733954520204,4.823395877176176,92.51595687214405,18477.213799986675,13.124561018884677,46.05775627391877,29.061263193999782,-17.967832458768925
CMP0030,Gear,4.443543480269589,70.77868104935783,172.62930670645378,4363.254838587998,409.24534810775583,4.399699364173729,9.940803752125213,29742.51707316325,3.778189624605008,18.16388898779744,18.738764820674653,16.356295007752813
CMP0031,Gear,9.822073003880252,51.43347186150571,127.2222172068232,32.40297912014875,382.8486685846136,-3.2689319001402035,160.63296703897927,17081.027638346444,6.97762597428072,29.927650768031178,42.137104406108996,-9.44823893643764
CMP0032,Engine,9.445107240114345,50.26293388765695,194.64794289934028,3241.123622609549,402.5907519330638,-0.028717977579585004,82.62239826955395,36420.90223817414,11.314583106158349,30.0200557647633,49.93787740222091,3.877868268899114
CMP0033,Gear,-0.0767975158493579,79.31652928968377,59.757695500425065,1915.515429103874,345.68873505797666,-3.9550866805277414,329.6017414818582,3673.8007376503383,11.665910389232074,99.1970802765227,44.964115363717994,9.529762685609183
CMP0034,Gear,5.849159203203284,66.06647918259401,247.91049995736955,3833.280602281843,397.7824077749844,-11.48414995610462,42.02439286033137,59892.584115756195,10.796578523058352,32.61971188066488,38.80959858431529,10.796183220509942
CMP0035,Gear,-8.208649253318008,64.33034011586217,203.59711161812538,3981.4112102584186,357.19115845504626,5.8085798025661015,149.75585854222746,40345.94583361765,11.781053068634389,20.5182062542299,37.37539860961884,-18.00056811779846
CMP0036,Hydraulic Cylinder,-0.9239941029797951,45.13148172681601,112.15102561251734,26.937255276919277,452.7460108049413,-1.3601553832353859,32.479906379967744,12564.89783869485,1.3724649742038684,82.26371531041464,32.51244215084274,1.1721725607293776
CMP0037,Gear,-2.2544523027443013,82.98654578484935,168.14085309960439,3432.142454205544,382.24507069418354,6.831698557806261,117.06144910504499,30282.73786671429,5.187578154586285,42.117125500360864,42.680874841978856,0.5102161088260888
CMP0038,Gear,5.669834849378493,51.75005397002171,269.5747843923882,159.09122094609904,399.3210863543672,-1.8792010609900514,97.96288183821532,73413.68678313974,0.16943530947598617,44.386369448705075,24.6540623912333,14.390281877265114
CMP0039,Gear,9.21592591047437,69.16658471520158,150.15210964763023,1888.8188843559642,298.5428812794578,1.2736321255501073,346.22306875263456,22242.682142271366,14.635787210075824,54.88890634957373,9.08647550989965,4.587235424106296
CMP0040,Hydraulic Cylinder,8.800272777848853,70.7944531191386,120.69801400639106,3918.4058957863544,281.89454267986673,4.088107581858728,360.7684186190977,15105.727614820084,11.572720725993396,59.56891972625116,38.40248621346032,14.4811766104496
CMP0041,Engine,8.56122934176981,91.9825119764688,66.96994449045968,763.6774101345848,378.04550054821505,2.152648058385172,289.2599416356331,4606.4598023152785,4.591111478455358,59.05556004103395,45.97531870879427,5.399175998851535
CMP0042,Engine,8.417415892032773,45.02554473852681,235.8387855426287,1577.8031091254072,314.85260797441373,2.8624544022606853,210.04432291577842,55085.15494361443,1.1899397453132217,3.449972241104393,17.067614596524976,-0.7416620456121727
CMP0043,Engine,-5.048687154267574,33.1627870055125,138.99504085768783,4948.365849074101,313.2306409777075,2.756838496413204,157.17524237275927,22312.97971668648,12.233641721808864,81.88424328979528,39.14916489785678,1.9385942153815938
CMP0044,Hydraulic Cylinder,3.495227223440564,54.91401821889606,237.27088177209936,3600.2185912446876,336.1494636075931,14.936245677022438,180.31954973287566,54820.17694695507,2.7363867611023096,19.4852819074838,13.686135154120704,15.235969171024628
CMP0045,Hydraulic Cylinder,0.7614938150806204,91.87960010125185,161.3226835157254,3791.1563954421586,371.2917538617073,3.427434715995831,101.60919297582173,24336.49926881052,7.704708789081978,29.23421277838608,47.1300136679341,-12.96931835501249
CMP0046,Engine,10.960725993827058,85.39872576793681,86.82184465713388,3494.4808433241687,390.41973834631176,-6.6360513720325205,110.57039634214121,6396.261176260021,2.293166398287614,17.34295200206755,34.17304960068933,9.059545101205321
CMP0047,Hydraulic Cylinder,-2.7868655167600704,97.97226736461099,128.1383988473659,2469.199246520752,312.7529098070206,1.1889042548922355,392.5949698487471,15846.383219633548,11.840430799233268,76.70766575358778,28.463799359119857,-6.27615991220787
CMP0048,Gear,2.214576633853174,80.56093531609568,158.2833378997761,4744.721013442651,360.53484724458946,0.5450693098038186,130.59956329971362,24181.086800313737,0.41817872909047615,58.36579926254195,38.993507895178745,-8.424790842487033
